Libellé du site,Caractéristique du site,Adresse,Complément d'adresse,Lieu dit,Code Postal,Localité,Code INSEE de la commune,Pays
BEAUGENCY AGORA AP,AGENCE POSTALE,59 AVENUE DE VENDOME,ESPACE AGORA,0,45190,BEAUGENCY,45028,FRANCE
EPIEDS EN BEAUCE AP,AGENCE POSTALE,7 PLACE ST PRIVAT,,0,45130,EPIEDS EN BEAUCE,45134,FRANCE
LA FERTE SAINT AUBIN BP,BUREAU DE POSTE,105 RUE DU GENERAL LECLERC,,0,45240,LA FERTE ST AUBIN,45146,FRANCE
JOUY LE POTIER AP,AGENCE POSTALE,29 PLACE DE LA MAIRIE,,0,45370,JOUY LE POTIER,45175,FRANCE
MAREAU AUX PRES AP,AGENCE POSTALE,385 RUE ST FIACRE,,0,45370,MAREAU AUX PRES,45196,FRANCE
MEUNG SUR LOIRE BP,BUREAU DE POSTE,18 RUE JEHAN DE MEUNG,,0,45130,MEUNG SUR LOIRE,45203,FRANCE
OLIVET PORTE DE SOLOGNE,BUREAU CENTRE,31 PLACE LOUIS SALLE,,0,45161,OLIVET CEDEX,45232,FRANCE
SAINT AY AP,AGENCE POSTALE,RUE DU GENERAL MAURICE LUCAS,,0,45130,ST AY,45269,FRANCE
SAINT HILAIRE SAINT MESMIN AP,AGENCE POSTALE,920 ROUTE D ORLEANS,,0,45160,ST HILAIRE ST MESMIN,45282,FRANCE
HUISSEAU SUR MAUVES AP,AGENCE POSTALE,231 RUE DU BOIS DE DEURE,,0,45130,HUISSEAU SUR MAUVES,45167,FRANCE
TAVERS AP,AGENCE POSTALE,2 AVENUE JULES LEMAITRE,,0,45190,TAVERS,45317,FRANCE
ORLEANS PLACE DE GAULLE,BUREAU CENTRE,PLACE DU GENERAL DE GAULLE,,0,45031,ORLEANS CEDEX 1,45234,FRANCE
ASCHERES LE MARCHE AP,AGENCE POSTALE,31 GRANDE RUE,,0,45170,ASCHERES LE MARCHE,45009,FRANCE
ASCOUX AP,AGENCE POSTALE,12 BIS ROUTE DE PITHIVIERS,,0,45300,ASCOUX,45010,FRANCE
AUXY AP,AGENCE POSTALE,12 RUE PRINCIPALE,,0,45340,AUXY,45018,FRANCE
BATILLY EN GATINAIS AP,AGENCE POSTALE,6 PLACE DE LA MAIRIE,,0,45340,BATILLY EN GATINAIS,45022,FRANCE
BEAUNE LA ROLANDE BP,BUREAU DE POSTE,22 RUE DU GENERAL CROUZAT,,0,45340,BEAUNE LA ROLANDE,45030,FRANCE
BOESSES AP,AGENCE POSTALE,13 RUE DU PONT DE PUISEAUX,,0,45390,BOESSES,45033,FRANCE
BOISCOMMUN AP,AGENCE POSTALE,25 RUE DE L HOTEL DE VILLE,,0,45340,BOISCOMMUN,45035,FRANCE
BOYNES AP,AGENCE POSTALE,RUE DE VERDUIN,,0,45300,BOYNES,45050,FRANCE
CHAMBON LA FORET AP,AGENCE POSTALE,2 RUE CARDINAL DE LA LUZERNE,,0,45340,CHAMBON LA FORET,45069,FRANCE
MALESHERBES BP,BUREAU DE POSTE,25 RUE DE LA REPUBLIQUE,,MALESHERBES,45331,MALESHERBES CEDEX,45191,FRANCE
NANCRAY SUR RIMARDE AP,AGENCE POSTALE,43 RUE JULES CESAR,,0,45340,NANCRAY SUR RIMARDE,45220,FRANCE
NEUVILLE AUX BOIS BP,BUREAU DE POSTE,2 RUE DE LA PICHARDIERE,,0,45170,NEUVILLE AUX BOIS,45224,FRANCE
NIBELLE AP,AGENCE POSTALE,46 RUE SAINT SAUVEUR,,0,45340,NIBELLE,45228,FRANCE
OUTARVILLE AP,AGENCE POSTALE,9 AVENUE D ARCONVILLE,MAIRIE,0,45480,OUTARVILLE,45240,FRANCE
PITHIVIERS,BUREAU CENTRE,2 RUE GEORGES TONNELAT,,0,45307,PITHIVIERS CEDEX,45252,FRANCE
PUISEAUX BP,BUREAU DE POSTE,37 RUE SAINT JACQUES,,0,45390,PUISEAUX,45258,FRANCE
SERMAISES AP,AGENCE POSTALE,24 RUE DE PARIS,,0,45300,SERMAISES,45310,FRANCE
GRENEVILLE EN BEAUCE AP,AGENCE POSTALE,1 PLACE DES MARRONNIERS,,0,45480,GRENEVILLE EN BEAUCE,45160,FRANCE
BAZOCHES LES GALLERANDES LPAC AP,AGENCE POSTALE,62 GRANDE RUE,MAIRIE,0,45480,BAZOCHES LES GALLERANDES,45025,FRANCE
CERDON AP,AGENCE POSTALE,7 PLACE DE L EGLISE,,0,45620,CERDON,45063,FRANCE
CHECY BP,BUREAU DE POSTE,7 AVENUE DE DOMREMY,,0,45430,CHECY,45089,FRANCE
DONNERY AP,AGENCE POSTALE,10 PLACE DE L EGLISE,,0,45450,DONNERY,45126,FRANCE
FAY AUX LOGES BP,BUREAU DE POSTE,13 RUE GENERAL DE GAULLE,,0,45450,FAY AUX LOGES,45142,FRANCE
ISDES AP,AGENCE POSTALE,18 GRANDE RUE,,0,45620,ISDES,45171,FRANCE
JARGEAU BP,BUREAU DE POSTE,1 RUE GAMBETTA,,0,45150,JARGEAU,45173,FRANCE
MARDIE AP,AGENCE POSTALE,431 AVENUE PONT AUX MOINES,,0,45430,MARDIE,45194,FRANCE
SAINT BENOIT SUR LOIRE AP,AGENCE POSTALE,57 RUE ORLEANAISE,,0,45730,ST BENOIT SUR LOIRE,45270,FRANCE
SAINT DENIS DE L HOTEL AP,AGENCE POSTALE,30 AVENUE DU STADE,MAIRIE,0,45550,ST DENIS DE L HOTEL,45273,FRANCE
SAINT JEAN DE BRAYE,BUREAU CENTRE,147 RUE JEAN ZAY,,0,45801,ST JEAN DE BRAYE CEDEX,45284,FRANCE
SAINT MARTIN D ABBAT AP,AGENCE POSTALE,6 PLACE DE LA MAIRIE,AU BOURG,0,45110,ST MARTIN D ABBAT,45290,FRANCE
SENNELY AP,AGENCE POSTALE,14 GRAND RUE,,0,45240,SENNELY,45309,FRANCE
SULLY SUR LOIRE BP,BUREAU DE POSTE,7 RUE DU GRAND SULLY,,0,45600,SULLY SUR LOIRE,45315,FRANCE
TIGY BP,BUREAU DE POSTE,34 RUE DE SULLY,,0,45510,TIGY,45324,FRANCE
TRAINOU BP,BUREAU DE POSTE,6 PLACE DE L EGLISE,,0,45470,TRAINOU,45327,FRANCE
VENNECY AP,AGENCE POSTALE,3 RUE DE NEUVILLE,,0,45760,VENNECY,45333,FRANCE
VIENNE EN VAL AP,AGENCE POSTALE,13 ROUTE D ORLEANS,,0,45510,VIENNE EN VAL,45335,FRANCE
OUZOUER SUR LOIRE AP,AGENCE POSTALE,24 RUE HENRY MILLET,,0,45570,OUZOUER SUR LOIRE,45244,FRANCE
ARTENAY BP,BUREAU DE POSTE,20 BIS PLACE DE L HOTEL DE VILLE,,0,45410,ARTENAY,45008,FRANCE
CERCOTTES AP,AGENCE POSTALE,46  ROUTE NATIONALE,,0,45520,CERCOTTES,45062,FRANCE
CHAINGY BP,BUREAU DE POSTE,25 PLACE DU BOURG,,0,45380,CHAINGY,45067,FRANCE
LA CHAPELLE ST MESMIN BP,BUREAU DE POSTE,9 BIS ALLEE DES TILLEULS,,0,45380,LA CHAPELLE ST MESMIN,45075,FRANCE
INGRE BP,BUREAU DE POSTE,16 AVENUE DE LA GRENAUDIERE,,0,45140,INGRE,45169,FRANCE
ORMES BP,BUREAU DE POSTE,4 ROUTE DE LA POULE BLANCHE,,0,45140,ORMES,45235,FRANCE
PATAY BP,BUREAU DE POSTE,8 RUE COQUILLETTE,,0,45310,PATAY,45248,FRANCE
SAINT JEAN DE LA RUELLE,BUREAU CENTRE,3 PLACE CONDORCET,,0,45141,ST JEAN DE LA RUELLE CEDEX,45285,FRANCE
ST JEAN DE LA RUELLE LES CHAISES AP,AGENCE POSTALE,40 RUE DES DIAMANTS,,0,45140,ST JEAN DE LA RUELLE,45285,FRANCE
ST JEAN DE LA RUELLE ESPERE BP,BUREAU DE POSTE,10 RUE DU CHEMIN DE CHAINGY,,0,45140,ST JEAN DE LA RUELLE,45285,FRANCE
SAINT JEAN LE BLANC BP,BUREAU DE POSTE,5 RUE DES CAPUCINS,,0,45655,ST JEAN LE BLANC CEDEX,45286,FRANCE
ARDON AP,AGENCE POSTALE,121 ROUTE DE MARCILLY,,0,45160,ARDON,45006,FRANCE
SANDILLON AP,AGENCE POSTALE,251 ROUTE D ORLEANS,,0,45640,SANDILLON,45300,FRANCE
ORLEANS SAINT MARCEAU,BUREAU CENTRE,19 AVENUE DE LA MOUILLERE,,0,45081,ORLEANS CEDEX 2,45234,FRANCE
ORLEANS PLACE DUNOIS BP,BUREAU DE POSTE,2 PLACE DUNOIS,,0,45016,ORLEANS CEDEX 1,45234,FRANCE
ORLEANS PLACE D ARC,BUREAU CENTRE,2 RUE ALBERT 1ER,,0,45000,ORLEANS,45234,FRANCE
ORLEANS ARGONNE BP,BUREAU DE POSTE,57 BOULEVARD MARIE STUART,,0,45000,ORLEANS,45234,FRANCE
ORLEANS UNIVERSITE,BUREAU CENTRE,10 PLACE CHOISEUL,,0,45067,ORLEANS CEDEX 2,45234,FRANCE
BALLEROY AP,AGENCE POSTALE,4 PLACE DU MARCHE,,BALLEROY,14490,BALLEROY SUR DROME,14035,FRANCE
BAYEUX,BUREAU CENTRE,RUE LARCHER,,BP 69000,14404,BAYEUX CEDEX,14047,FRANCE
BRETTEVILLE L ORGUEILLEUSE BP,BUREAU DE POSTE,12 RUE DE LA DELIVRANDE,,BRETTEVILLE L ORGUEILLEUSE,14740,THUE ET MUE,14098,FRANCE
CHEUX AP,AGENCE POSTALE,750 RUE DE CAEN LA MER,,CHEUX,14210,THUE ET MUE,14098,FRANCE
CROUAY AP,AGENCE POSTALE,CHEMIN DEPARTEMENTAL 207,,0,14400,CROUAY,14209,FRANCE
TILLY SUR SEULLES LPAI AP,AGENCE POSTALE,RUE DE JUVIGNY,,0,14250,TILLY SUR SEULLES,14692,FRANCE
LE MOLAY LITTRY BP,BUREAU DE POSTE,PLACE DU DOCTEUR RENE VERNEY,,0,14330,LE MOLAY LITTRY,14370,FRANCE
PORT EN BESSIN HUPPAIN BP,BUREAU DE POSTE,8 RUE DU DOCTEUR CAMILLE HUET,,0,14520,PORT EN BESSIN HUPPAIN,14515,FRANCE
ROTS AP,AGENCE POSTALE,4 RUE HAUTE BONNY,,0,14980,ROTS,14543,FRANCE
RYES AP,AGENCE POSTALE,ROUTE D ARROMANCHES,Le bourg,0,14400,RYES,14552,FRANCE
SAINTE HONORINE DES PERTES AP,AGENCE POSTALE,8 RUE DE LA MAIRIE,MAIRIE,STE HONORINE DES PERTES,14520,AURE SUR MER,14591,FRANCE
SAINTE MARGUERITE D ELLE AP,AGENCE POSTALE,RUE OCTAVE LEMENUEL,,0,14330,STE MARGUERITE D ELLE,14614,FRANCE
SAINT PAUL DU VERNAY AP,AGENCE POSTALE,23 RUE ETERNELLE,,0,14490,ST PAUL DU VERNAY,14643,FRANCE
TOUR EN BESSIN AP,AGENCE POSTALE,90 ROUTE DE BAYEUX,LE BOURG,0,14400,TOUR EN BESSIN,14700,FRANCE
VIERVILLE SUR MER AP,AGENCE POSTALE,PLACE DE LA MAIRIE,,0,14710,VIERVILLE SUR MER,14745,FRANCE
AMFREVILLE AP,AGENCE POSTALE,DE LA CULTURE,,0,14860,AMFREVILLE,14009,FRANCE
ANNEBAULT AP,AGENCE POSTALE,GRANDE RUE,ROUTE DE LISIEUX,PLACE DE LA MAIRIE,14430,ANNEBAULT,14016,FRANCE
ARGENCES BP,BUREAU DE POSTE,8 PLACE DU GENERAL LECLERC,,0,14370,ARGENCES,14020,FRANCE
BAVENT BP,BUREAU DE POSTE,2 RUE DU LAVOIR,,0,14860,BAVENT,14046,FRANCE
BONNEBOSQ AP,AGENCE POSTALE,4 RUE  DE VERDUN,,0,14340,BONNEBOSQ,14083,FRANCE
CABOURG,BUREAU CENTRE,66 AVENUE DE LA MER,,0,14390,CABOURG,14117,FRANCE
CROISSANVILLE AP,AGENCE POSTALE,15 ROUTE DEPARTEMENTALE 613,MAIRIE,CROISSANVILLE,14370,MEZIDON VALLEE D AUGE,14431,FRANCE
DIVES SUR MER BP,BUREAU DE POSTE,2 RUE DU GENERAL DE GAULLE,,0,14160,DIVES SUR MER,14225,FRANCE
DOZULE BP,BUREAU DE POSTE,57 GRANDE RUE,,0,14430,DOZULE,14229,FRANCE
HEROUVILLETTE AP,AGENCE POSTALE,40 AVENUE DE CAEN,,0,14850,HEROUVILLETTE,14328,FRANCE
HOULGATE BP,BUREAU DE POSTE,2 BOULEVARD DES BELGES,,0,14510,HOULGATE,14338,FRANCE
MERVILLE FRANCEVILLE LPA AP,AGENCE POSTALE,AVENUE ALEXANDRE DE LAVERGNE,,0,14810,MERVILLE FRANCEVILLE PLAGE,14409,FRANCE
MERY CORBON AP,AGENCE POSTALE,7 SQ DU CENTENAIRE DE LA POSTE,,MERY CORBON,14370,MERY BISSIERES EN AUGE,14410,FRANCE
CAMBREMER LPAI AP,AGENCE POSTALE,2 PLACE DE LA MAIRIE,,0,14340,CAMBREMER,14126,FRANCE
RANVILLE BP,BUREAU DE POSTE,PLACE DU GENERAL DE GALE,,0,14860,RANVILLE,14530,FRANCE
TROARN BP,BUREAU DE POSTE,52 RUE DE ROUEN,,0,14670,TROARN,14712,FRANCE
LE HOME VARAVILLE AP,AGENCE POSTALE,39 BIS AVENUE PRESIDENT RENE COTY,,LE HOME,14390,VARAVILLE,14724,FRANCE
BRETTEVILLE SUR ODON BP,BUREAU DE POSTE,73 ROUTE DE BRETAGNE,,0,14760,BRETTEVILLE SUR ODON,14101,FRANCE
CAEN DETOLLE,BUREAU CENTRE,61 BOULEVARD ANDRE DETOLLE,,BP 6301,14067,CAEN CEDEX 4,14118,FRANCE
CARPIQUET BP,BUREAU DE POSTE,5 AVENUE CHARLES DE GAULLE,,BP 80000,14651,CARPIQUET CEDEX,14137,FRANCE
LOUVIGNY AP,AGENCE POSTALE,17 GRANDE RUE,,0,14111,LOUVIGNY,14383,FRANCE
MALTOT AP,AGENCE POSTALE,7 RUE DU DORSET,AGENCE POSTALE COMMUNALE,0,14930,MALTOT,14396,FRANCE
SAINT CONTEST AP,AGENCE POSTALE,16 RUE DU JEU DE PAUME,,0,14280,ST CONTEST,14566,FRANCE
VERSON BP,BUREAU DE POSTE,12 BIS RUE DE HAMBUHREN,,0,14790,VERSON,14738,FRANCE
FONTAINE ETOUPEFOUR AP,AGENCE POSTALE,ALLEE DU STADE JULES QUESNEL,,0,14790,FONTAINE ETOUPEFOUR,14274,FRANCE
CAEN CHEMIN VERT BP,BUREAU DE POSTE,9 RUE PIERRE CORNEILLE,,BP 6400,14067,CAEN CEDEX 4,14118,FRANCE
CAEN LA FOLIE COUVRECHEF BP,BUREAU DE POSTE,5 RUE DES BOUTIQUES,,BP 16301,14067,CAEN CEDEX 4,14118,FRANCE
ASNELLES AP,AGENCE POSTALE,13 RUE DE SOUTHAMPTON,,0,14960,ASNELLES,14022,FRANCE
COURSEULLES SUR MER,BUREAU CENTRE,36 RUE DE LA MER,,0,14470,COURSEULLES SUR MER,14191,FRANCE
CREULLY BP,BUREAU DE POSTE,16 PLACE EDMOND PAILLAUD,,CREULLY,14480,CREULLY SUR SEULLES,14200,FRANCE
DOUVRES LA DELIVRANDE BP,BUREAU DE POSTE,PLACE DES MARRONNIERS,,0,14440,DOUVRES LA DELIVRANDE,14228,FRANCE
BERNIERES SUR MER AP,AGENCE POSTALE,51 RUE HERVE LEGUILLON,,0,14990,BERNIERES SUR MER,14066,FRANCE
CAMBES EN PLAINE LPA AP,AGENCE POSTALE,1 PLACE JEANNE ALBERTINE,,0,14610,CAMBES EN PLAINE,14125,FRANCE
LUC SUR MER BP,BUREAU DE POSTE,46 RUE DE LA MER,,0,14530,LUC SUR MER,14384,FRANCE
MATHIEU BP,BUREAU DE POSTE,3 PLACE JEAN MAROT,,0,14920,MATHIEU,14407,FRANCE
THAON AP,AGENCE POSTALE,8 RUE DE BARBIERES,AGENCE POSTALE COMMUNALE,0,14610,THAON,14685,FRANCE
VER SUR MER BP,BUREAU DE POSTE,1 RUE DE LA 8E ARMEE,,0,14114,VER SUR MER,14739,FRANCE
BEAUMONT EN AUGE AP,AGENCE POSTALE,13 RUE DU PARADIS,,0,14950,BEAUMONT EN AUGE,14055,FRANCE
BLANGY LE CHATEAU AP,AGENCE POSTALE,LE BOURG,,0,14130,BLANGY LE CHATEAU,14077,FRANCE
BLONVILLE SUR MER BP,BUREAU DE POSTE,27 AVENUE MICHEL D ORNANO,,0,14910,BLONVILLE SUR MER,14079,FRANCE
BONNEVILLE LA LOUVET AP,AGENCE POSTALE,RUE DU LAVOIR,,LE BOURG,14130,BONNEVILLE LA LOUVET,14085,FRANCE
LE BREUIL EN AUGE AP,AGENCE POSTALE,1 RUE DE L'EGLISE,,0,14130,LE BREUIL EN AUGE,14102,FRANCE
DEAUVILLE,BUREAU CENTRE,20 C RUE ROBERT FOSSORIER,,BP 26400,14806,DEAUVILLE CEDEX,14220,FRANCE
GONNEVILLE SUR HONFLEUR AP,AGENCE POSTALE,COUR DE LA MAIRIE,,0,14600,GONNEVILLE SUR HONFLEUR,14304,FRANCE
HONFLEUR BP,BUREAU DE POSTE,7 COURS ALBERT MANUEL,,0,14601,HONFLEUR CEDEX,14333,FRANCE
LA RIVIERE SAINT SAUVEUR AP,AGENCE POSTALE,41 RUE DU BOURG,,0,14600,LA RIVIERE ST SAUVEUR,14536,FRANCE
PONT L EVEQUE BP,BUREAU DE POSTE,PLACE HENRI FEQUET,,0,14130,PONT L EVEQUE,14514,FRANCE
SAINT GATIEN DES BOIS AP,AGENCE POSTALE,18 RUE DES BRIOLEURS,,0,14130,ST GATIEN DES BOIS,14578,FRANCE
TOUQUES BP,BUREAU DE POSTE,5 PLACE LEMERCIER,,0,14800,TOUQUES,14699,FRANCE
VILLERS SUR MER BP,BUREAU DE POSTE,RUE DE STRASBOURG,,0,14640,VILLERS SUR MER,14754,FRANCE
VILLERVILLE AP,AGENCE POSTALE,ALLEE HAUSEN,rez de jardn de la mairie,0,14113,VILLERVILLE,14755,FRANCE
TROUVILLE A AP,AGENCE POSTALE,5 PLACE FERNAND MOUREAUX,,0,14360,TROUVILLE SUR MER,14715,FRANCE
BRETTEVILLE SUR LAIZE BP,BUREAU DE POSTE,PLACE DE LA MAIRIE,,0,14680,BRETTEVILLE SUR LAIZE,14100,FRANCE
CESNY AUX VIGNES AP,AGENCE POSTALE,10 RUE ANDRE LEMAITRE,,0,14270,CESNY AUX VIGNES,14149,FRANCE
CREVECOEUR EN AUGE AP,AGENCE POSTALE,ROUTE DE PARIS,,CREVECOEUR EN AUGE,14340,MEZIDON VALLEE D AUGE,14431,FRANCE
FALAISE,BUREAU CENTRE,RUE DU CHAMP SAINT MICHEL,,0,14700,FALAISE,14258,FRANCE
FERVAQUES AP,AGENCE POSTALE,180  Route de St Martin de la Lieue,MAIRIE,FERVAQUES,14140,LIVAROT PAYS D AUGE,14371,FRANCE
GRAINVILLE LANGANNERIE AP,AGENCE POSTALE,2 RUE DE LAPFORD,,0,14190,GRAINVILLE LANGANNERIE,14310,FRANCE
MAGNY LA CAMPAGNE AP,AGENCE POSTALE,15 RUE DES ECOLES,,MAGNY LA CAMPAGNE,14270,MEZIDON VALLEE D AUGE,14431,FRANCE
MEZIDON CANON BP,BUREAU DE POSTE,PLACE SALVADOR ALLENDE,,MEZIDON CANON,14270,MEZIDON VALLEE D AUGE,14431,FRANCE
MORTEAUX COULIBOEUF AP,AGENCE POSTALE,PLACE DE LA MAIRIE,,0,14620,MORTEAUX COULIBOEUF,14452,FRANCE
POTIGNY BP,BUREAU DE POSTE,PLACE NICOLAS COPERNIC,CENTRE ADMINISTRATIF,0,14420,POTIGNY,14516,FRANCE
SAINT GERMAIN LE VASSON AP,AGENCE POSTALE,37 AVENUE DES CLOUSTIERS,,0,14190,ST GERMAIN LE VASSON,14589,FRANCE
SAINTE MARGUERITE DE VIETTE AP,AGENCE POSTALE,LE BOURG,,STE MARGUERITE DE VIETTE,14140,ST PIERRE EN AUGE,14654,FRANCE
SAINT PIERRE SUR DIVES BP,BUREAU DE POSTE,17 RUE DU BOSQ,,ST PIERRE SUR DIVES,14170,ST PIERRE EN AUGE,14654,FRANCE
SAINT SYLVAIN AP,AGENCE POSTALE,6 RUE DES CANADIENS,,0,14190,ST SYLVAIN,14659,FRANCE
USSY AP,AGENCE POSTALE,RUE DES CANADIENS,32BIS,0,14420,USSY,14720,FRANCE
BENOUVILLE BP,BUREAU DE POSTE,4 RUE DU GRAND CLOS,,0,14970,BENOUVILLE,14060,FRANCE
BIEVILLE BEUVILLE BP,BUREAU DE POSTE,8 RUE DES ECOLES,,0,14112,BIEVILLE BEUVILLE,14068,FRANCE
BLAINVILLE SUR ORNE BP,BUREAU DE POSTE,RUE ROGER SALENGRO,CENTRE COMMERCIAL COLBERT,0,14550,BLAINVILLE SUR ORNE,14076,FRANCE
COLLEVILLE MONTGOMERY AP,AGENCE POSTALE,LE BOURG,,0,14880,COLLEVILLE MONTGOMERY,14166,FRANCE
HERMANVILLE SUR MER BP,BUREAU DE POSTE,GRANDE RUE,,0,14880,HERMANVILLE SUR MER,14325,FRANCE
HEROUVILLE SAINT CLAIR,BUREAU CENTRE,2 PASSAGE DE LA POSTE,,0,14200,HEROUVILLE ST CLAIR,14327,FRANCE
LION SUR MER BP,BUREAU DE POSTE,4 PLACE GEORGES CLEMENCEAU,RESIDENCE LES BALNAIDES,0,14780,LION SUR MER,14365,FRANCE
OUISTREHAM BP,BUREAU DE POSTE,11 BIS ROUTE DE LION,,0,14150,OUISTREHAM,14488,FRANCE
HEROUVILLE SAINT CLAIR MONTMO. AP,AGENCE POSTALE,PLACE DES CANADIENS,CENTRE COMMERCIAL MONTMORENCY,0,14204,HEROUVILLE ST CLAIR CEDEX,14327,FRANCE
OUISTREHAM BOURG AP,AGENCE POSTALE,PLACE ALBERT LEMARIGNIER,HOTEL DE VILLE,0,14150,OUISTREHAM,14488,FRANCE
CAEN PIERRE HEUZE BP,BUREAU DE POSTE,13 PLACE CHAMPLAIN,,BP 6266,14067,CAEN CEDEX 4,14118,FRANCE
LA CHAPELLE YVON AP,AGENCE POSTALE,723 ROUTE D ORBEC,POLE ADMINISTRATIF,ST JULIEN DE MAILLOC,14290,VALORBIQUET,14570,FRANCE
MOYAUX LPA AP,AGENCE POSTALE,6 RUE GUSTAVE FLAUBERT,,0,14590,MOYAUX,14460,FRANCE
LISIEUX PRINCIPAL,BUREAU CENTRE,16 PLACE FRANCOIS MITTERRAND,,BP 12000,14102,LISIEUX CEDEX,14366,FRANCE
MANERBE AP,AGENCE POSTALE,44 RUE DU PRINCE HANDJERI,Le Bourg,0,14340,MANERBE,14398,FRANCE
ORBEC BP,BUREAU DE POSTE,2 RUE DE VERDUN,,0,14290,ORBEC,14478,FRANCE
SAINT MARTIN DE BIENFAITE AP,AGENCE POSTALE,3 PLACE KENNETH J WILLS,,0,14290,ST MARTIN BIENFAITE CRESSONNIERE,14621,FRANCE
LISIEUX HAUTEVILLE BP,BUREAU DE POSTE,RUE PIERRE CORNEILLE,,BP 54000,14104,LISIEUX CEDEX,14366,FRANCE
AMAYE SUR ORNE AP,AGENCE POSTALE,PLACE DE L EGLISE,,0,14210,AMAYE SUR ORNE,14006,FRANCE
AUNAY SUR ODON BP,BUREAU DE POSTE,PLACE DU MARCHE,,AUNAY SUR ODON,14260,LES MONTS D AUNAY,14027,FRANCE
CAHAGNES LPAI AP,AGENCE POSTALE,2 ROUTE D AUNAY,,0,14240,CAHAGNES,14120,FRANCE
CESNY BOIS HALBOUT AP,AGENCE POSTALE,5 RUE MICHEL JEAN,,CESNY BOIS HALBOUT,14220,CESNY LES SOURCES,14150,FRANCE
CLECY BP,BUREAU DE POSTE,31 RUE DE LA POSTE,,0,14570,CLECY,14162,FRANCE
CONDE SUR NOIREAU BP,BUREAU DE POSTE,17 PLACE DE L HOTEL DE VILLE,,CONDE SUR NOIREAU,14110,CONDE EN NORMANDIE,14174,FRANCE
CORMOLAIN AP,AGENCE POSTALE,PLACE DE LA MAIRIE,MAIRIE,0,14240,CORMOLAIN,14182,FRANCE
ESTRY AP,AGENCE POSTALE,LE BOURG,,ESTRY,14410,VALDALLIERE,14726,FRANCE
EVRECY BP,BUREAU DE POSTE,5 PLACE DU GENERAL DE GAULLE,,0,14210,EVRECY,14257,FRANCE
DIALAN SUR CHAINE LPAI AP,AGENCE POSTALE,9 RUE DE LA MAIRIE,,JURQUES,14260,DIALAN SUR CHAINE,14347,FRANCE
VAL D ARRY LPAI AP,AGENCE POSTALE,7 PLACE DE L EGLISE,,NOYERS BOCAGE,14210,VAL D ARRY,14475,FRANCE
LES MONTS D AUNAY LPAI AP,AGENCE POSTALE,LE BOURG,,LE PLESSIS GRIMOULT,14770,LES MONTS D AUNAY,14027,FRANCE
SAINTE HONORINE DU FAY AP,AGENCE POSTALE,RUE DES ECOLES,,0,14210,STE HONORINE DU FAY,14592,FRANCE
SAINT JEAN LE BLANC AP,AGENCE POSTALE,LIEU DIT LE BOURG,,ST JEAN LE BLANC,14770,TERRES DE DRUANCE,14357,FRANCE
SAINT LAURENT DE CONDEL AP,AGENCE POSTALE,29 RUE NATIONALE,,0,14220,ST LAURENT DE CONDEL,14603,FRANCE
SOULEUVRE EN BOCAGE AP,AGENCE POSTALE,6 Rue des Ecoles,,ST MARTIN DES BESACES,14350,SOULEUVRE EN BOCAGE,14061,FRANCE
SAINT REMY SUR ORNE AP,AGENCE POSTALE,PLACE DE LA MAIRIE,,0,14570,ST REMY,14656,FRANCE
THURY HARCOURT,BUREAU CENTRE,RUE DE MILLEHARTS,,THURY HARCOURT,14220,LE HOM,14689,FRANCE
VASSY BP,BUREAU DE POSTE,35 RUE JOSEPH REQUEUT,,VASSY,14410,VALDALLIERE,14726,FRANCE
VILLERS BOCAGE BP,BUREAU DE POSTE,PLACE DU MARECHAL LECLERC,CENTRE ADMINISTRATIF,0,14310,VILLERS BOCAGE,14752,FRANCE
PONT D OUILLY BP,BUREAU DE POSTE,PLACE DU MARCHE,LES HALLES,0,14690,PONT D OUILLY,14764,FRANCE
LE BENY BOCAGE BP,BUREAU DE POSTE,RUE 11E DIV BLINDEE BRITANNIQUE,,LE BENY BOCAGE,14350,SOULEUVRE EN BOCAGE,14061,FRANCE
CAMPEAUX AP,AGENCE POSTALE,15 RUE DE VIRE,,CAMPEAUX,14350,SOULEUVRE EN BOCAGE,14061,FRANCE
LANDELLES ET COUPIGNY AP,AGENCE POSTALE,RUE DE LOUEST,,0,14380,LANDELLES ET COUPIGNY,14352,FRANCE
MONTCHAMP AP,AGENCE POSTALE,3 RUE DE LA LIBERTE,,MONTCHAMP,14350,VALDALLIERE,14726,FRANCE
SAINT SEVER CALVADOS BP,BUREAU DE POSTE,19 PLACE PRESIDENT ALBERT LEBRUN,,ST SEVER CALVADOS,14380,NOUES DE SIENNE,14658,FRANCE
LE TOURNEUR AP,AGENCE POSTALE,LE BOURG,,LE TOURNEUR,14350,SOULEUVRE EN BOCAGE,14061,FRANCE
VIRE,BUREAU CENTRE,17 RUE AUX FEVRES,,BP 136,14504,VIRE CEDEX,14762,FRANCE
CONDE SUR VIRE BP,BUREAU DE POSTE,1 RUE RAYMOND BRULE,,0,50890,CONDE SUR VIRE,50139,FRANCE
GAVRAY BP,BUREAU DE POSTE,14 RUE DE LA POTERIE,,GAVRAY,50450,GAVRAY SUR SIENNE,50197,FRANCE
GUILBERVILLE AP,AGENCE POSTALE,2 PL DE L EGLISE DE GUILBERVILLE,,GUILBERVILLE,50160,TORIGNY LES VILLES,50601,FRANCE
HAMBYE BP,BUREAU DE POSTE,2 RUE LOUIS D ESTOUTEVILLE,,0,50450,HAMBYE,50228,FRANCE
