,id,nom_serie,numero_episode,numero_saison,date_diffusion,pays,chaine_diffusion,url
229,230,Pacto de Silencio,16,1,11-10-2023,Etats-Unis,Netflix,episode16-411087-11102023-saison1-Pacto-de-Silencio.html
230,231,Pacto de Silencio,17,1,11-10-2023,Etats-Unis,Netflix,episode17-411088-11102023-saison1-Pacto-de-Silencio.html
231,232,Pacto de Silencio,18,1,11-10-2023,Etats-Unis,Netflix,episode18-411089-11102023-saison1-Pacto-de-Silencio.html
232,233,Quantum Leap (2022),2,2,11-10-2023,Etats-Unis,NBC,episode02-409735-11102023-saison2-Quantum-Leap-(2022).html
233,234,Robyn Hood,3,1,11-10-2023,Canada,Global,episode03-410950-11102023-saison1-Robyn-Hood.html
234,235,SurrealEstate,2,2,11-10-2023,Etats-Unis,Syfy,episode02-410804-11102023-saison2-SurrealEstate.html
235,236,The Morning Show,6,3,11-10-2023,Etats-Unis,Apple TV+,episode06-407701-11102023-saison3-The-Morning-Show.html
236,237,The Worst of Evil,6,1,11-10-2023,Etats-Unis,Disney+,episode06-410768-11102023-saison1-The-Worst-of-Evil.html
237,238,The Worst of Evil,7,1,11-10-2023,Etats-Unis,Disney+,episode07-410769-11102023-saison1-The-Worst-of-Evil.html
238,239,Un Si Grand Soleil,28,6,11-10-2023,France,France 2,episode28-411044-11102023-saison6-Un-Si-Grand-Soleil.html
239,240,Young Dylan,6,4,11-10-2023,Etats-Unis,Nickelodeon,episode06-410624-11102023-saison4-Young-Dylan.html
240,241,All Creatures Great and Small (2020),2,4,12-10-2023,Royaume-Uni,Channel 5,episode02-410698-12102023-saison4-All-Creatures-Great-and-Small-(2020).html
241,242,Alphonse,1,1,12-10-2023,Etats-Unis,Prime Video,episode01-411024-12102023-saison1-Alphonse.html
242,243,Alphonse,2,1,12-10-2023,Etats-Unis,Prime Video,episode02-411131-12102023-saison1-Alphonse.html
243,244,Alphonse,3,1,12-10-2023,Etats-Unis,Prime Video,episode03-411132-12102023-saison1-Alphonse.html
244,245,À La Carte,5,2,12-10-2023,Etats-Unis,ALLBLK,episode05-410518-12102023-saison2-A-La-Carte.html
245,246,Cobra (UK),1,3,12-10-2023,Royaume-Uni,Sky1,episode01-410604-12102023-saison3-Cobra-(UK).html
246,247,Cobra (UK),2,3,12-10-2023,Royaume-Uni,Sky1,episode02-411133-12102023-saison3-Cobra-(UK).html
247,248,Cobra (UK),3,3,12-10-2023,Royaume-Uni,Sky1,episode03-411134-12102023-saison3-Cobra-(UK).html
248,249,Cobra (UK),4,3,12-10-2023,Royaume-Uni,Sky1,episode04-411135-12102023-saison3-Cobra-(UK).html
249,250,Cobra (UK),5,3,12-10-2023,Royaume-Uni,Sky1,episode05-411136-12102023-saison3-Cobra-(UK).html
250,251,Cobra (UK),6,3,12-10-2023,Royaume-Uni,Sky1,episode06-411137-12102023-saison3-Cobra-(UK).html
251,252,Demain nous appartient,39,7,12-10-2023,France,TF1,episode39-411036-12102023-saison7-Demain-nous-appartient.html
252,253,Doom Patrol,7,4,12-10-2023,Etats-Unis,HBO Max,episode07-410004-12102023-saison4-Doom-Patrol.html
253,254,Doom Patrol,8,4,12-10-2023,Etats-Unis,HBO Max,episode08-410005-12102023-saison4-Doom-Patrol.html
254,255,Frasier (2023),1,1,12-10-2023,Etats-Unis,Paramount+,episode01-409723-12102023-saison1-Frasier-(2023).html
255,256,Frasier (2023),2,1,12-10-2023,Etats-Unis,Paramount+,episode02-409724-12102023-saison1-Frasier-(2023).html
256,257,Ici tout commence,34,4,12-10-2023,France,TF1,episode34-411041-12102023-saison4-Ici-tout-commence.html
257,258,Les révoltés,7,1,12-10-2023,Canada,Club illico ,episode07-411203-12102023-saison1-Les-revoltes.html
258,259,Les révoltés,8,1,12-10-2023,Canada,Club illico ,episode08-411204-12102023-saison1-Les-revoltes.html
259,260,Loki,2,2,12-10-2023,Etats-Unis,Disney+,episode02-410902-12102023-saison2-Loki.html
260,261,LT-21,1,1,12-10-2023,France,OCS,episode01-408962-12102023-saison1-LT-21.html
261,262,LT-21,2,1,12-10-2023,France,OCS,episode02-408963-12102023-saison1-LT-21.html
262,263,Nackt über Berlin,1,1,12-10-2023,France,Arte,episode01-410608-12102023-saison1-Nackt-uber-Berlin.html
263,264,Nackt über Berlin,2,1,12-10-2023,France,Arte,episode02-410609-12102023-saison1-Nackt-uber-Berlin.html
264,265,Nackt über Berlin,3,1,12-10-2023,France,Arte,episode03-410610-12102023-saison1-Nackt-uber-Berlin.html
265,266,Our Flag Means Death,4,2,12-10-2023,Etats-Unis,HBO Max,episode04-409665-12102023-saison2-Our-Flag-Means-Death.html
266,267,Our Flag Means Death,5,2,12-10-2023,Etats-Unis,HBO Max,episode05-409666-12102023-saison2-Our-Flag-Means-Death.html
267,268,Star Trek: Lower Decks,7,4,12-10-2023,Etats-Unis,Paramount+,episode07-409761-12102023-saison4-Star-Trek-Lower-Decks.html
268,269,The Fall of the House of Usher,1,1,12-10-2023,Etats-Unis,Netflix,episode01-408906-12102023-saison1-The-Fall-of-the-House-of-Usher.html
269,270,The Fall of the House of Usher,2,1,12-10-2023,Etats-Unis,Netflix,episode02-411090-12102023-saison1-The-Fall-of-the-House-of-Usher.html
270,271,The Fall of the House of Usher,3,1,12-10-2023,Etats-Unis,Netflix,episode03-411091-12102023-saison1-The-Fall-of-the-House-of-Usher.html
271,272,The Fall of the House of Usher,4,1,12-10-2023,Etats-Unis,Netflix,episode04-411092-12102023-saison1-The-Fall-of-the-House-of-Usher.html
272,273,The Fall of the House of Usher,5,1,12-10-2023,Etats-Unis,Netflix,episode05-411093-12102023-saison1-The-Fall-of-the-House-of-Usher.html
273,274,The Fall of the House of Usher,6,1,12-10-2023,Etats-Unis,Netflix,episode06-411094-12102023-saison1-The-Fall-of-the-House-of-Usher.html
274,275,The Fall of the House of Usher,7,1,12-10-2023,Etats-Unis,Netflix,episode07-411095-12102023-saison1-The-Fall-of-the-House-of-Usher.html
275,276,The Fall of the House of Usher,8,1,12-10-2023,Etats-Unis,Netflix,episode08-411096-12102023-saison1-The-Fall-of-the-House-of-Usher.html
276,277,Un Si Grand Soleil,29,6,12-10-2023,France,France 2,episode29-411045-12102023-saison6-Un-Si-Grand-Soleil.html
277,278,Billions,10,7,13-10-2023,Etats-Unis,Showtime,episode10-409767-13102023-saison7-Billions.html
278,279,Bria Mack Gets A Life,1,1,13-10-2023,Canada,CraveTV,episode01-410332-13102023-saison1-Bria-Mack-Gets-A-Life.html
279,280,Bria Mack Gets A Life,2,1,13-10-2023,Canada,CraveTV,episode02-410333-13102023-saison1-Bria-Mack-Gets-A-Life.html
280,281,Bria Mack Gets A Life,3,1,13-10-2023,Canada,CraveTV,episode03-410334-13102023-saison1-Bria-Mack-Gets-A-Life.html
281,282,Creepshow,1,4,13-10-2023,Etats-Unis,Shudder,episode01-410146-13102023-saison4-Creepshow.html
282,283,Demain nous appartient,40,7,13-10-2023,France,TF1,episode40-411037-13102023-saison7-Demain-nous-appartient.html
283,284,Die Quellen des Bösen,1,1,13-10-2023,Allemagne,RTL,episode01-411207-13102023-saison1-Die-Quellen-des-Bosen.html
284,285,Die Quellen des Bösen,2,1,13-10-2023,Allemagne,RTL,episode02-411208-13102023-saison1-Die-Quellen-des-Bosen.html
285,286,Die Quellen des Bösen,3,1,13-10-2023,Allemagne,RTL,episode03-411209-13102023-saison1-Die-Quellen-des-Bosen.html
286,287,Die Quellen des Bösen,4,1,13-10-2023,Allemagne,RTL,episode04-411210-13102023-saison1-Die-Quellen-des-Bosen.html
287,288,Die Quellen des Bösen,5,1,13-10-2023,Allemagne,RTL,episode05-411211-13102023-saison1-Die-Quellen-des-Bosen.html
288,289,Die Quellen des Bösen,6,1,13-10-2023,Allemagne,RTL,episode06-411212-13102023-saison1-Die-Quellen-des-Bosen.html
289,290,Familjen Andersson,9,1,13-10-2023,Suède,SVT Play,episode09-409540-13102023-saison1-Familjen-Andersson.html
290,291,Gaslight,7,1,13-10-2023,Suède,SVT Play,episode07-410683-13102023-saison1-Gaslight.html
291,292,Gaslight,8,1,13-10-2023,Suède,SVT Play,episode08-410684-13102023-saison1-Gaslight.html
292,293,Gaslight,9,1,13-10-2023,Suède,SVT Play,episode09-410685-13102023-saison1-Gaslight.html
293,294,Gen V,5,1,13-10-2023,Etats-Unis,Prime Video,episode05-408429-13102023-saison1-Gen-V.html
294,295,Goosebumps (2023),1,1,13-10-2023,Etats-Unis,Disney+,episode01-409978-13102023-saison1-Goosebumps-(2023).html
295,296,Goosebumps (2023),2,1,13-10-2023,Etats-Unis,Disney+,episode02-409979-13102023-saison1-Goosebumps-(2023).html
296,297,Goosebumps (2023),3,1,13-10-2023,Etats-Unis,Disney+,episode03-409980-13102023-saison1-Goosebumps-(2023).html
297,298,Goosebumps (2023),4,1,13-10-2023,Etats-Unis,Disney+,episode04-409981-13102023-saison1-Goosebumps-(2023).html
298,299,Goosebumps (2023),5,1,13-10-2023,Etats-Unis,Disney+,episode05-409982-13102023-saison1-Goosebumps-(2023).html
299,300,Ici tout commence,35,4,13-10-2023,France,TF1,episode35-411042-13102023-saison4-Ici-tout-commence.html
300,301,John Carpenter's Suburban Screams,1,1,13-10-2023,Etats-Unis,Peacock,episode01-410425-13102023-saison1-John-Carpenter-s-Suburban-Screams.html
301,302,Lessons In Chemistry,1,1,13-10-2023,Etats-Unis,Apple TV+,episode01-406597-13102023-saison1-Lessons-In-Chemistry.html
302,303,Lessons In Chemistry,2,1,13-10-2023,Etats-Unis,Apple TV+,episode02-406598-13102023-saison1-Lessons-In-Chemistry.html
303,304,Power Book IV: Force,7,2,13-10-2023,Etats-Unis,Starz,episode07-410802-13102023-saison2-Power-Book-IV-Force.html
304,305,Shining Vale,1,2,13-10-2023,Etats-Unis,Starz,episode01-409054-13102023-saison2-Shining-Vale.html
305,306,Shoresy,4,2,13-10-2023,Canada,CraveTV,episode04-410867-13102023-saison2-Shoresy.html
306,307,SOKO Leipzig,8,24,13-10-2023,Allemagne,ZDF,episode08-410562-13102023-saison24-SOKO-Leipzig.html
307,308,Solsidan,4,8,13-10-2023,Suède,TV4,episode04-411053-13102023-saison8-Solsidan.html
308,309,Still Up,6,1,13-10-2023,Etats-Unis,Apple TV+,episode06-408947-13102023-saison1-Still-Up.html
309,310,The Changeling,8,1,13-10-2023,Etats-Unis,Apple TV+,episode08-408183-13102023-saison1-The-Changeling.html
310,311,The Good Ship Murder,1,1,13-10-2023,Royaume-Uni,Channel 5,episode01-410952-13102023-saison1-The-Good-Ship-Murder.html
311,312,Transplant,2,4,13-10-2023,Canada,CTV,episode02-409737-13102023-saison4-Transplant.html
312,313,Un Si Grand Soleil,30,6,13-10-2023,France,France 2,episode30-411046-13102023-saison6-Un-Si-Grand-Soleil.html
313,314,All Rise,15,3,14-10-2023,Etats-Unis,OWN,episode15-410329-14102023-saison3-All-Rise.html
314,315,Arthdal Chronicles,11,2,14-10-2023,Corée du Sud,tvN,episode11-411012-14102023-saison2-Arthdal-Chronicles.html
315,316,Boomer,7,1,14-10-2023,Belgique,Één,episode07-409828-14102023-saison1-Boomer.html
316,317,Arthdal Chronicles,12,2,15-10-2023,Corée du Sud,tvN,episode12-411013-15102023-saison2-Arthdal-Chronicles.html
317,318,Billy the Kid,1,2,15-10-2023,Etats-Unis,Epix,episode01-409587-15102023-saison2-Billy-the-Kid.html
318,319,Entre Tierras,6,1,15-10-2023,Espagne,ATRESplayer,episode06-410972-15102023-saison1-Entre-Tierras.html
319,320,Heartland (CA),3,17,15-10-2023,Canada,CBC,episode03-410869-15102023-saison17-Heartland-(CA).html
320,321,Last Week Tonight With John Oliver,13,10,15-10-2023,Etats-Unis,HBO,episode13-411282-15102023-saison10-Last-Week-Tonight-With-John-Oliver.html
321,322,Les Mystères de l'amour,10,33,15-10-2023,France,TMC,episode10-410795-15102023-saison33-Les-Mysteres-de-l-amour.html
322,323,Pantheon,1,2,15-10-2023,Etats-Unis,Prime Video,episode01-411163-15102023-saison2-Pantheon.html
323,324,Pantheon,2,2,15-10-2023,Etats-Unis,Prime Video,episode02-411164-15102023-saison2-Pantheon.html
324,325,Pantheon,3,2,15-10-2023,Etats-Unis,Prime Video,episode03-411165-15102023-saison2-Pantheon.html
325,326,Pantheon,4,2,15-10-2023,Etats-Unis,Prime Video,episode04-411166-15102023-saison2-Pantheon.html
326,327,Pantheon,5,2,15-10-2023,Etats-Unis,Prime Video,episode05-411167-15102023-saison2-Pantheon.html
327,328,Pantheon,6,2,15-10-2023,Etats-Unis,Prime Video,episode06-411168-15102023-saison2-Pantheon.html
328,329,Pantheon,7,2,15-10-2023,Etats-Unis,Prime Video,episode07-411169-15102023-saison2-Pantheon.html
329,330,Pantheon,8,2,15-10-2023,Etats-Unis,Prime Video,episode08-411170-15102023-saison2-Pantheon.html
330,331,Rick and Morty,1,7,15-10-2023,Etats-Unis,Adult Swim,episode01-409644-15102023-saison7-Rick-and-Morty.html
331,332,SkyMed,3,2,15-10-2023,Canada,CBC Gem,episode03-410741-15102023-saison2-SkyMed.html
332,333,The Walking Dead: Daryl Dixon,6,1,15-10-2023,Etats-Unis,AMC,episode06-409849-15102023-saison1-The-Walking-Dead-Daryl-Dixon.html
333,334,The Winter King,7,1,15-10-2023,Royaume-Uni,ITVX,episode07-409133-15102023-saison1-The-Winter-King.html
334,335,When Calls the Heart,12,10,15-10-2023,Etats-Unis,Hallmark Channel,episode12-407541-15102023-saison10-When-Calls-the-Heart.html
335,336,5è Rang,6,6,16-10-2023,Canada,Radio Canada,episode06-411292-16102023-saison6-5e-Rang.html
336,337,Acting Good,1,2,16-10-2023,Canada,The Comedy Network,episode01-411121-16102023-saison2-Acting-Good.html
337,338,D'argent et de sang,1,1,16-10-2023,France,Canal+,episode01-410171-16102023-saison1-D-argent-et-de-sang.html
338,339,Harry Wild,3,2,16-10-2023,Etats-Unis,Acorn TV,episode03-410201-16102023-saison2-Harry-Wild.html
339,340,Murdoch Mysteries,3,17,16-10-2023,Canada,Citytv,episode03-410870-16102023-saison17-Murdoch-Mysteries.html
340,341,Narvalo,6,3,16-10-2023,France,Canal+,episode06-410630-16102023-saison3-Narvalo.html
341,342,SOKO Potsdam,4,6,16-10-2023,Allemagne,ZDF,episode04-410909-16102023-saison6-SOKO-Potsdam.html
342,343,The Irrational,4,1,16-10-2023,Etats-Unis,NBC,episode04-409863-16102023-saison1-The-Irrational.html
343,344,Found,3,1,17-10-2023,Etats-Unis,NBC,episode03-409894-17102023-saison1-Found.html
344,345,The Oval,1,5,17-10-2023,Etats-Unis,BET,episode01-410192-17102023-saison5-The-Oval.html
345,346,American Horror Story,5,12,18-10-2023,Etats-Unis,FX,episode05-410785-18102023-saison12-American-Horror-Story.html
346,347,Bones of Crows,5,1,18-10-2023,Canada,CBC,episode05-410805-18102023-saison1-Bones-of-Crows.html
347,348,Children Ruin Everything,4,3,18-10-2023,Canada,CTV,episode04-411015-18102023-saison3-Children-Ruin-Everything.html
348,349,Chucky,3,3,18-10-2023,Etats-Unis,Syfy,episode03-409116-18102023-saison3-Chucky.html
349,350,Cooper's Bar,3,2,18-10-2023,Etats-Unis,AMC,episode03-411063-18102023-saison2-Cooper-s-Bar.html
350,351,Hudson & Rex,3,6,18-10-2023,Canada,Citytv,episode03-411097-18102023-saison6-Hudson--Rex.html
351,352,Invasion (2021),9,2,18-10-2023,Etats-Unis,Apple TV+,episode09-407973-18102023-saison2-Invasion-(2021).html
352,353,Kaala Paani,1,1,18-10-2023,Etats-Unis,Netflix,episode01-410946-18102023-saison1-Kaala-Paani.html
353,354,Kaala Paani,2,1,18-10-2023,Etats-Unis,Netflix,episode02-411286-18102023-saison1-Kaala-Paani.html
354,355,Kaala Paani,3,1,18-10-2023,Etats-Unis,Netflix,episode03-411287-18102023-saison1-Kaala-Paani.html
355,356,Kaala Paani,4,1,18-10-2023,Etats-Unis,Netflix,episode04-411288-18102023-saison1-Kaala-Paani.html
356,357,Kaala Paani,5,1,18-10-2023,Etats-Unis,Netflix,episode05-411289-18102023-saison1-Kaala-Paani.html
357,358,Kaala Paani,6,1,18-10-2023,Etats-Unis,Netflix,episode06-411290-18102023-saison1-Kaala-Paani.html
358,359,Kaala Paani,7,1,18-10-2023,Etats-Unis,Netflix,episode07-411291-18102023-saison1-Kaala-Paani.html
359,360,Les invisibles (FRA),1,3,18-10-2023,France,France.tv,episode01-411303-18102023-saison3-Les-invisibles-(FRA).html
360,361,Les invisibles (FRA),2,3,18-10-2023,France,France.tv,episode02-411304-18102023-saison3-Les-invisibles-(FRA).html
361,362,Les invisibles (FRA),3,3,18-10-2023,France,France.tv,episode03-411305-18102023-saison3-Les-invisibles-(FRA).html
362,363,Les invisibles (FRA),4,3,18-10-2023,France,France.tv,episode04-411306-18102023-saison3-Les-invisibles-(FRA).html
363,364,Les invisibles (FRA),5,3,18-10-2023,France,France.tv,episode05-411307-18102023-saison3-Les-invisibles-(FRA).html
364,365,Les invisibles (FRA),6,3,18-10-2023,France,France.tv,episode06-411308-18102023-saison3-Les-invisibles-(FRA).html
365,366,Magnum P.I. (2018),13,5,18-10-2023,Etats-Unis,NBC,episode13-410784-18102023-saison5-Magnum-PI-(2018).html
366,367,Quantum Leap (2022),3,2,18-10-2023,Etats-Unis,NBC,episode03-409964-18102023-saison2-Quantum-Leap-(2022).html
367,368,Robyn Hood,4,1,18-10-2023,Canada,Global,episode04-410951-18102023-saison1-Robyn-Hood.html
368,369,Sistas,12,6,18-10-2023,Etats-Unis,BET,episode12-410186-18102023-saison6-Sistas.html
369,370,SurrealEstate,3,2,18-10-2023,Etats-Unis,Syfy,episode03-410882-18102023-saison2-SurrealEstate.html
370,371,The Morning Show,7,3,18-10-2023,Etats-Unis,Apple TV+,episode07-407702-18102023-saison3-The-Morning-Show.html
371,372,The Worst of Evil,8,1,18-10-2023,Etats-Unis,Disney+,episode08-410770-18102023-saison1-The-Worst-of-Evil.html
372,373,The Worst of Evil,9,1,18-10-2023,Etats-Unis,Disney+,episode09-410771-18102023-saison1-The-Worst-of-Evil.html
373,374,Young Dylan,7,4,18-10-2023,Etats-Unis,Nickelodeon,episode07-410806-18102023-saison4-Young-Dylan.html
374,375,All Creatures Great and Small (2020),3,4,19-10-2023,Royaume-Uni,Channel 5,episode03-410817-19102023-saison4-All-Creatures-Great-and-Small-(2020).html
375,376,À La Carte,6,2,19-10-2023,Etats-Unis,ALLBLK,episode06-410519-19102023-saison2-A-La-Carte.html
376,377,Bodies (2023),1,1,19-10-2023,Etats-Unis,Netflix,episode01-409738-19102023-saison1-Bodies-(2023).html
377,378,Bodies (2023),2,1,19-10-2023,Etats-Unis,Netflix,episode02-409150-19102023-saison1-Bodies-(2023).html
378,379,Bodies (2023),3,1,19-10-2023,Etats-Unis,Netflix,episode03-409149-19102023-saison1-Bodies-(2023).html
379,380,Bodies (2023),4,1,19-10-2023,Etats-Unis,Netflix,episode04-409148-19102023-saison1-Bodies-(2023).html
380,381,Bodies (2023),5,1,19-10-2023,Etats-Unis,Netflix,episode05-411058-19102023-saison1-Bodies-(2023).html
381,382,Bodies (2023),6,1,19-10-2023,Etats-Unis,Netflix,episode06-411059-19102023-saison1-Bodies-(2023).html
382,383,Bodies (2023),7,1,19-10-2023,Etats-Unis,Netflix,episode07-411060-19102023-saison1-Bodies-(2023).html
383,384,Bodies (2023),8,1,19-10-2023,Etats-Unis,Netflix,episode08-411061-19102023-saison1-Bodies-(2023).html
384,385,Crashing Eid,1,1,19-10-2023,Etats-Unis,Netflix,episode01-410955-19102023-saison1-Crashing-Eid.html
385,386,Doom Patrol,9,4,19-10-2023,Etats-Unis,HBO Max,episode09-410006-19102023-saison4-Doom-Patrol.html
386,387,Frasier (2023),3,1,19-10-2023,Etats-Unis,Paramount+,episode03-409725-19102023-saison1-Frasier-(2023).html
387,388,La Mesias,3,1,19-10-2023,Espagne,Moviestar+,episode03-410545-19102023-saison1-La-Mesias.html
388,389,Les révoltés,9,1,19-10-2023,Canada,Club illico ,episode09-411205-19102023-saison1-Les-revoltes.html
389,390,Les révoltés,10,1,19-10-2023,Canada,Club illico ,episode10-411206-19102023-saison1-Les-revoltes.html
390,391,Loki,3,2,19-10-2023,Etats-Unis,Disney+,episode03-410903-19102023-saison2-Loki.html
391,392,LT-21,3,1,19-10-2023,France,OCS,episode03-408964-19102023-saison1-LT-21.html
392,393,LT-21,4,1,19-10-2023,France,OCS,episode04-408965-19102023-saison1-LT-21.html
393,394,Nackt über Berlin,4,1,19-10-2023,France,Arte,episode04-410611-19102023-saison1-Nackt-uber-Berlin.html
394,395,Nackt über Berlin,5,1,19-10-2023,France,Arte,episode05-410612-19102023-saison1-Nackt-uber-Berlin.html
395,396,Nackt über Berlin,6,1,19-10-2023,France,Arte,episode06-410613-19102023-saison1-Nackt-uber-Berlin.html
396,397,Neon,1,1,19-10-2023,Etats-Unis,Netflix,episode01-409747-19102023-saison1-Neon.html
397,398,Neon,2,1,19-10-2023,Etats-Unis,Netflix,episode02-409748-19102023-saison1-Neon.html
398,399,Neon,3,1,19-10-2023,Etats-Unis,Netflix,episode03-409749-19102023-saison1-Neon.html
399,400,Neon,4,1,19-10-2023,Etats-Unis,Netflix,episode04-409750-19102023-saison1-Neon.html
400,401,Neon,5,1,19-10-2023,Etats-Unis,Netflix,episode05-409751-19102023-saison1-Neon.html
401,402,Neon,6,1,19-10-2023,Etats-Unis,Netflix,episode06-409752-19102023-saison1-Neon.html
402,403,Neon,7,1,19-10-2023,Etats-Unis,Netflix,episode07-409753-19102023-saison1-Neon.html
403,404,Neon,8,1,19-10-2023,Etats-Unis,Netflix,episode08-409754-19102023-saison1-Neon.html
404,405,Our Flag Means Death,6,2,19-10-2023,Etats-Unis,HBO Max,episode06-409667-19102023-saison2-Our-Flag-Means-Death.html
405,406,Our Flag Means Death,7,2,19-10-2023,Etats-Unis,HBO Max,episode07-409668-19102023-saison2-Our-Flag-Means-Death.html
406,407,Star Trek: Lower Decks,8,4,19-10-2023,Etats-Unis,Paramount+,episode08-409762-19102023-saison4-Star-Trek-Lower-Decks.html
407,408,The Burning Girls,1,1,19-10-2023,Etats-Unis,Paramount+,episode01-410587-19102023-saison1-The-Burning-Girls.html
408,409,The Burning Girls,2,1,19-10-2023,Etats-Unis,Paramount+,episode02-411309-19102023-saison1-The-Burning-Girls.html
409,410,The Burning Girls,3,1,19-10-2023,Etats-Unis,Paramount+,episode03-411310-19102023-saison1-The-Burning-Girls.html
410,411,The Burning Girls,4,1,19-10-2023,Etats-Unis,Paramount+,episode04-411311-19102023-saison1-The-Burning-Girls.html
411,412,The Burning Girls,5,1,19-10-2023,Etats-Unis,Paramount+,episode05-411312-19102023-saison1-The-Burning-Girls.html
412,413,The Burning Girls,6,1,19-10-2023,Etats-Unis,Paramount+,episode06-411313-19102023-saison1-The-Burning-Girls.html
413,414,Wicked City (2022),1,2,19-10-2023,Etats-Unis,ALLBLK,episode01-411118-19102023-saison2-Wicked-City-(2022).html
414,415,Wolf Like Me,1,2,19-10-2023,Etats-Unis,Peacock,episode01-409700-19102023-saison2-Wolf-Like-Me.html
415,416,Wolf Like Me,2,2,19-10-2023,Etats-Unis,Peacock,episode02-409701-19102023-saison2-Wolf-Like-Me.html
416,417,Wolf Like Me,3,2,19-10-2023,Etats-Unis,Peacock,episode03-409702-19102023-saison2-Wolf-Like-Me.html
417,418,Wolf Like Me,4,2,19-10-2023,Etats-Unis,Peacock,episode04-409703-19102023-saison2-Wolf-Like-Me.html
418,419,Wolf Like Me,5,2,19-10-2023,Etats-Unis,Peacock,episode05-409704-19102023-saison2-Wolf-Like-Me.html
419,420,Wolf Like Me,6,2,19-10-2023,Etats-Unis,Peacock,episode06-409705-19102023-saison2-Wolf-Like-Me.html
420,421,Wolf Like Me,7,2,19-10-2023,Etats-Unis,Peacock,episode07-409706-19102023-saison2-Wolf-Like-Me.html
421,422,Big Mouth,1,7,20-10-2023,Etats-Unis,Netflix,episode01-410260-20102023-saison7-Big-Mouth.html
422,423,Big Mouth,2,7,20-10-2023,Etats-Unis,Netflix,episode02-411318-20102023-saison7-Big-Mouth.html
423,424,Big Mouth,3,7,20-10-2023,Etats-Unis,Netflix,episode03-411319-20102023-saison7-Big-Mouth.html
424,425,Big Mouth,4,7,20-10-2023,Etats-Unis,Netflix,episode04-411320-20102023-saison7-Big-Mouth.html
425,426,Big Mouth,5,7,20-10-2023,Etats-Unis,Netflix,episode05-411321-20102023-saison7-Big-Mouth.html
426,427,Big Mouth,6,7,20-10-2023,Etats-Unis,Netflix,episode06-411322-20102023-saison7-Big-Mouth.html
427,428,Big Mouth,7,7,20-10-2023,Etats-Unis,Netflix,episode07-411323-20102023-saison7-Big-Mouth.html
428,429,Big Mouth,8,7,20-10-2023,Etats-Unis,Netflix,episode08-411324-20102023-saison7-Big-Mouth.html
429,430,Big Mouth,9,7,20-10-2023,Etats-Unis,Netflix,episode09-411325-20102023-saison7-Big-Mouth.html
430,431,Big Mouth,10,7,20-10-2023,Etats-Unis,Netflix,episode10-411326-20102023-saison7-Big-Mouth.html
431,432,Billions,11,7,20-10-2023,Etats-Unis,Showtime,episode11-409776-20102023-saison7-Billions.html
432,433,Bosch: Legacy,1,2,20-10-2023,Etats-Unis,Amazon Freevee,episode01-409707-20102023-saison2-Bosch-Legacy.html
433,434,Bosch: Legacy,2,2,20-10-2023,Etats-Unis,Amazon Freevee,episode02-409708-20102023-saison2-Bosch-Legacy.html
434,435,Bosch: Legacy,3,2,20-10-2023,Etats-Unis,Amazon Freevee,episode03-409709-20102023-saison2-Bosch-Legacy.html
435,436,Bosch: Legacy,4,2,20-10-2023,Etats-Unis,Amazon Freevee,episode04-409710-20102023-saison2-Bosch-Legacy.html
436,437,Bria Mack Gets A Life,4,1,20-10-2023,Canada,CraveTV,episode04-410335-20102023-saison1-Bria-Mack-Gets-A-Life.html
437,438,Bria Mack Gets A Life,5,1,20-10-2023,Canada,CraveTV,episode05-410336-20102023-saison1-Bria-Mack-Gets-A-Life.html
438,439,Bria Mack Gets A Life,6,1,20-10-2023,Canada,CraveTV,episode06-410337-20102023-saison1-Bria-Mack-Gets-A-Life.html
439,440,Doona!,1,1,20-10-2023,Etats-Unis,Netflix,episode01-410162-20102023-saison1-Doona.html
440,441,Doona!,2,1,20-10-2023,Etats-Unis,Netflix,episode02-410163-20102023-saison1-Doona.html
441,442,Doona!,3,1,20-10-2023,Etats-Unis,Netflix,episode03-410164-20102023-saison1-Doona.html
442,443,Doona!,4,1,20-10-2023,Etats-Unis,Netflix,episode04-410165-20102023-saison1-Doona.html
443,444,Doona!,5,1,20-10-2023,Etats-Unis,Netflix,episode05-410166-20102023-saison1-Doona.html
444,445,Doona!,6,1,20-10-2023,Etats-Unis,Netflix,episode06-410167-20102023-saison1-Doona.html
445,446,Doona!,7,1,20-10-2023,Etats-Unis,Netflix,episode07-410168-20102023-saison1-Doona.html
446,447,Doona!,8,1,20-10-2023,Etats-Unis,Netflix,episode08-410169-20102023-saison1-Doona.html
447,448,Doona!,9,1,20-10-2023,Etats-Unis,Netflix,episode09-410170-20102023-saison1-Doona.html
448,449,Élite,1,7,20-10-2023,Etats-Unis,Netflix,episode01-407350-20102023-saison7-Elite.html
449,450,Élite,2,7,20-10-2023,Etats-Unis,Netflix,episode02-407351-20102023-saison7-Elite.html
450,451,Élite,3,7,20-10-2023,Etats-Unis,Netflix,episode03-407352-20102023-saison7-Elite.html
451,452,Élite,4,7,20-10-2023,Etats-Unis,Netflix,episode04-407353-20102023-saison7-Elite.html
452,453,Élite,5,7,20-10-2023,Etats-Unis,Netflix,episode05-407354-20102023-saison7-Elite.html
453,454,Élite,6,7,20-10-2023,Etats-Unis,Netflix,episode06-407355-20102023-saison7-Elite.html
